epoch,method,split,category,n_images,pixel_auroc,pixel_ap,image_auroc,image_ap
20,P05,seen_categories,pcb4,8,0.9934430452451878,0.4147220518271609,1.0,1.0
20,C0,heldout_categories,__macro__,32,0.9953494855430389,0.40998595511099895,1.0,1.0
20,C0,heldout_categories,cashew,8,0.9998222552977214,0.88266413652367,1.0,1.0
20,C0,heldout_categories,macaroni2,8,0.9961277144605202,0.4504306185036411,1.0,1.0
20,C0,heldout_categories,pcb3,8,0.9913627512036989,0.5093414726476982,1.0,1.0
20,C0,heldout_categories,pipe_fryum,8,0.9970474620676575,0.39841049532659367,1.0,1.0
20,C0,seen_categories,__macro__,64,0.9493886097371652,0.5756073512235071,0.9970703125,0.9973214285714286
20,C0,seen_categories,candle,8,0.9991776546749207,0.5485905083374535,1.0,1.0
20,C0,seen_categories,capsules,8,0.9996242648835095,0.9449211119841318,1.0,1.0
20,C0,seen_categories,chewinggum,8,0.9941034362189376,0.8665446754172803,1.0,1.0
20,C0,seen_categories,fryum,8,0.9910998673794343,0.136443316499178,1.0,1.0
20,C0,seen_categories,macaroni1,8,0.9994701106723344,0.297699468239135,1.0,1.0
20,C0,seen_categories,pcb1,8,0.9411556352579675,0.23170291889961428,1.0,1.0
20,C0,seen_categories,pcb2,8,0.7450428517372517,0.14273126174607456,1.0,1.0
20,C0,seen_categories,pcb4,8,0.9930356993399152,0.42685364274183274,1.0,1.0
20,C05,heldout_categories,__macro__,32,0.9953469073986435,0.4101398001009558,1.0,1.0
20,C05,heldout_categories,cashew,8,0.9998232699863508,0.882953305474674,1.0,1.0
20,C05,heldout_categories,macaroni2,8,0.9961248587256148,0.4501901528394723,1.0,1.0
20,C05,heldout_categories,pcb3,8,0.9913695380884343,0.5094355180267219,1.0,1.0
20,C05,heldout_categories,pipe_fryum,8,0.9970360922170312,0.39875160869144993,1.0,1.0
20,C05,seen_categories,__macro__,64,0.9495243025153534,0.5756813319557657,0.9970703125,0.9973214285714286
20,C05,seen_categories,candle,8,0.9991776507821658,0.5486007881812922,1.0,1.0
20,C05,seen_categories,capsules,8,0.9996256443635902,0.9449592248858228,1.0,1.0
20,C05,seen_categories,chewinggum,8,0.9941242499646954,0.866593593432582,1.0,1.0
20,C05,seen_categories,fryum,8,0.9911126694934606,0.13652779112541724,1.0,1.0
20,C05,seen_categories,macaroni1,8,0.999470134062309,0.2980630407796508,1.0,1.0
20,C05,seen_categories,pcb1,8,0.9423236620744517,0.2316203785582985,1.0,1.0
20,C05,seen_categories,pcb2,8,0.7453376830268029,0.14274503752826204,1.0,1.0
20,C05,seen_categories,pcb4,8,0.9930451863755972,0.42694124527895877,1.0,1.0
