arm,category,component,count,max,mean,min,stage,std
H,candle,gap_normal,54,0.675383448600769,0.333333283662796,0.03997241333127022,2,0.25801727175712585
H,candle,gap_abnormal,54,0.6961442828178406,0.3333333432674408,0.01910584047436714,2,0.27536308765411377
H,candle,ss2d_normal,54,1.0,0.3333333432674408,2.3457152778664428e-34,2,0.471404492855072
H,candle,ss2d_abnormal,54,1.0,0.3333333432674408,1.4993893568275543e-43,2,0.471404492855072
H,candle,final_normal,54,0.6078450679779053,0.3333333432674408,0.1359751671552658,2,0.1967066079378128
H,candle,final_abnormal,54,0.6265298128128052,0.3333333432674408,0.1171952560544014,2,0.21185600757598877
H,candle,entropy_normal,18,0.9413111209869385,0.92867511510849,0.9228006601333618,2,0.00566791370511055
H,candle,entropy_abnormal,18,0.9102818965911865,0.8985415697097778,0.8931155800819397,2,0.005254849791526794
H,candle,routing_l1,18,0.04256279766559601,0.03913760185241699,0.037559814751148224,2,0.0015313815092667937
H,candle,gap_ss2d_l1,18,1.9200551509857178,1.915092945098877,1.9039502143859863,2,0.004918918013572693
H,candle,gap_normal,54,0.5650944113731384,0.333333283662796,0.08698514848947525,3,0.1839333474636078
H,candle,gap_abnormal,54,0.5596677660942078,0.3333333432674408,0.04835077375173569,3,0.20388558506965637
H,candle,ss2d_normal,54,1.0,0.3333333432674408,6.03077674449379e-21,3,0.47037965059280396
