record_type,arm,map,threshold,tpr,fpr,precision,recall,size_stratum,image_count,macro_image_pixel_auroc,macro_image_pixel_ap,positive_negative_mean_margin,p01_positive_minus_p99_negative,component_count,component_area_mean_pixels,compactness_mean,boundary_area_ratio_mean
curve,H,raw,0.33594262607766845,0.7034585618971488,0.0008455275147941574,0.8226432423470278,0.7034585618971488,,,,,,,,,,
curve,H,raw,0.32813000686655985,0.705110159908391,0.0008534820967624229,0.8216168726598205,0.705110159908391,,,,,,,,,,
curve,H,raw,0.3203173876554513,0.7067723291418437,0.0008615302824409273,0.8205840457383129,0.7067723291418437,,,,,,,,,,
curve,H,raw,0.3125047684443427,0.7084273472543893,0.0008699372823420142,0.8194961312661242,0.7084273472543893,,,,,,,,,,
curve,H,raw,0.3046921492332342,0.7101383306609905,0.0008784361525512985,0.8184123180208495,0.7101383306609905,,,,,,,,,,
curve,H,raw,0.2968795300221256,0.7118732547767156,0.0008869922250279511,0.8173319496845917,0.7118732547767156,,,,,,,,,,
curve,H,raw,0.28906691081101704,0.7135969858336295,0.0008955222964739817,0.8162616644272579,0.7135969858336295,,,,,,,,,,
curve,H,raw,0.28125429159990845,0.7153717074917941,0.0009045671883263263,0.8151242790539487,0.7153717074917941,,,,,,,,,,
curve,H,raw,0.2734416723887999,0.7171492274146615,0.0009138876911032632,0.8139505832151752,0.7171492274146615,,,,,,,,,,
curve,H,raw,0.2656290531776913,0.7188965882623989,0.0009233035309924806,0.8127639440865627,0.7188965882623989,,,,,,,,,,
curve,H,raw,0.25781643396658277,0.7206722426754644,0.0009331440543818558,0.8115228760870159,0.7206722426754644,,,,,,,,,,
curve,H,raw,0.2500038147554742,0.7225259375819075,0.0009430625808630969,0.8102955544444049,0.7225259375819075,,,,,,,,,,
curve,H,raw,0.2421911955443656,0.7244287575797995,0.0009532584516709718,0.8090437167957221,0.7244287575797995,,,,,,,,,,
curve,H,raw,0.23437857633325704,0.7263017294208618,0.0009637212663932316,0.8077528734837273,0.7263017294208618,,,,,,,,,,
curve,H,raw,0.22656595712214847,0.7281802977913296,0.0009746711670891421,0.8063959227619281,0.7281802977913296,,,,,,,,,,
curve,H,raw,0.2187533379110399,0.7301325537989708,0.000985780540772867,0.8050409203680348,0.7301325537989708,,,,,,,,,,
curve,H,raw,0.21094071869993133,0.7320860534798131,0.000997507005583352,0.8036002737149985,0.7320860534798131,,,,,,,,,,
curve,H,raw,0.20312809948882277,0.7341116862063273,0.0010091641343121787,0.8021988961351139,0.7341116862063273,,,,,,,,,,
curve,H,raw,0.1953154802777142,0.736163125151767,0.0010214591549922631,0.800715999331752,0.736163125151767,,,,,,,,,,
curve,H,raw,0.18750286106660563,0.7382385048063306,0.0010343175313358224,0.7991645459444195,0.7382385048063306,,,,,,,,,,
curve,H,raw,0.17969024185549706,0.7403583457778383,0.0010478571346816759,0.797532444565912,0.7403583457778383,,,,,,,,,,
curve,H,raw,0.1718776226443885,0.7425496979584172,0.0010619756943093775,0.795843315057711,0.7425496979584172,,,,,,,,,,
