K_per_anomalous_sample,anchor_loss,anomaly_sample_count,arm,attempt_index,batch,consecutive_nonfinite_grad_skips,epoch,existing_task_loss,file_names,global_step_after,global_step_before,hard_background_max,hard_background_mean,image_sha256,labels,mask_sha256,nonfinite_grad_skip,nonfinite_loss_skip,optimizer_state_finite,paired_control_skip,parameters_finite,safe_anchor_effective_ratio,safe_anchor_max_family_ratio,status,successful_step,thbr_enabled,thbr_grad_norm,thbr_raw,thbr_weighted,total_loss,violation_fraction,weak_anomaly_mean,weak_anomaly_min
"[21170, 64, 2884]",0.30482035875320435,3,A_THBR_R1_CONTROL,415,54,,12,1.2162127494812012,"[""cashew/Data/Images/Normal/461.JPG"",""pcb1/Data/Images/Anomaly/045.JPG"",""macaroni2/Data/Images/Anomaly/037.JPG"",""macaroni1/Data/Images/Normal/0631.JPG"",""pipe_fryum/Data/Images/Anomaly/045.JPG"",""pcb1/Data/Images/Normal/0685.JPG""]",4022,4021,0.9996017813682556,0.4226085142401767,d9f48d829d506de4b478a1d43078f8709a91fd78d025a91053933d57ab092cf8,"[0,1,1,0,1,0]",e011593b8cc4e6472ab62d7085cb86ff724d09fd0e00b20c0a6b90960a550b3e,0,0,1,0,1,1.55035582148226e-05,0.09999993980444688,success,1,False,,0.8462575674057007,0.0,1.2162127494812012,0.6062962611516317,0.22055561285742442,5.602796449011294e-09
[1886],0.30484238266944885,1,A_THBR_R1_CONTROL,416,55,,12,0.7530544400215149,"[""pcb2/Data/Images/Normal/0214.JPG"",""pcb2/Data/Images/Normal/0997.JPG"",""macaroni1/Data/Images/Normal/0674.JPG"",""chewinggum/Data/Images/Anomaly/002.JPG"",""candle/Data/Images/Normal/0402.JPG"",""cashew/Data/Images/Normal/307.JPG""]",4023,4022,0.9998522996902466,0.19123391807079315,e4e9b192dc996e0a28ab83dbd0c5648653e1d05afda94f5ccc7d46d61b4c7b40,"[0,0,0,1,0,0]",050963be1b804a2e8f233ef7c365d63e40a3621bb7bd6377a2daf699dccde321,0,0,1,0,1,8.74153186013205e-06,0.09999993982154391,success,1,False,,0.598831295967102,0.0,0.7530544400215149,0.369035005569458,0.5328760743141174,8.410793839175312e-09
"[813, 576, 141, 434]",0.3048626482486725,4,A_THBR_R1_CONTROL,417,56,,12,1.097838044166565,"[""pcb4/Data/Images/Normal/0659.JPG"",""pcb4/Data/Images/Normal/0377.JPG"",""pcb3/Data/Images/Anomaly/035.JPG"",""pcb3/Data/Images/Anomaly/095.JPG"",""pipe_fryum/Data/Images/Anomaly/020.JPG"",""cashew/Data/Images/Anomaly/087.JPG""]",4024,4023,0.9999439716339111,0.26443926965271203,dac0e36b8f410b27392e68da65ef64199ad4278261c5229995f5fd8a670e1236,"[0,0,1,1,1,1]",2f8ff6df3f934ae227ffcd196d73d2f046a1a6391418c3f085cad4109ddf0ebe,0,0,1,0,1,8.595549234189002e-06,0.09999993983963391,success,1,False,,0.6843916177749634,0.0,1.097838044166565,0.5686353966593742,0.31965222982492936,9.094236474993522e-09
"[140, 72652, 2210, 957]",0.3048878014087677,4,A_THBR_R1_CONTROL,418,57,,12,1.4749559164047241,"[""macaroni1/Data/Images/Anomaly/097.JPG"",""cashew/Data/Images/Anomaly/097.JPG"",""pcb4/Data/Images/Normal/0215.JPG"",""pcb4/Data/Images/Anomaly/069.JPG"",""pcb4/Data/Images/Anomaly/043.JPG"",""candle/Data/Images/Normal/0320.JPG""]",4025,4024,0.9999799728393555,0.22822774354426656,ec02f4cad71bdaf3e15f3a2fe4d300b601f9ef473f54f7b8208fa1e115a08188,"[1,1,0,1,1,0]",1fbf49730d85cafad6bbdf104505d39901fd832c70d1792afd928275f6fe64e5,0,0,1,0,1,9.99547931236926e-07,0.014905072895224787,success,1,False,,0.6983591914176941,0.0,1.4749559164047241,0.5935497358441353,0.24361909306304597,4.432176847757319e-09
"[8, 268, 1114, 1601, 36]",0.3049110174179077,5,A_THBR_R1_CONTROL,419,58,,12,1.366614580154419,"[""candle/Data/Images/Anomaly/056.JPG"",""macaroni2/Data/Images/Anomaly/060.JPG"",""pcb1/Data/Images/Anomaly/020.JPG"",""pcb4/Data/Images/Anomaly/051.JPG"",""pcb4/Data/Images/Normal/0629.JPG"",""capsules/Data/Images/Anomaly/041.JPG""]",4026,4025,0.9999961853027344,0.5510134697302419,40f3384f57ab59a083254e425c6e14122631833e7e1ddcbeb8615fb060815431,"[1,1,1,1,0,1]",135507649e2fcc4c89ed948ad88a00cbafa5e4f7de51a63603d6509652a5e9ed,0,0,1,0,1,1.6218277201971975e-05,0.09999993985538999,success,1,False,,0.9206237196922302,0.0,1.366614580154419,0.7770634412765502,0.20747020072340092,5.515933043653831e-09
"[474, 87, 190]",0.3049388825893402,3,A_THBR_R1_CONTROL,420,59,,12,0.8660485148429871,"[""fryum/Data/Images/Anomaly/086.JPG"",""cashew/Data/Images/Normal/245.JPG"",""candle/Data/Images/Normal/0684.JPG"",""macaroni1/Data/Images/Anomaly/049.JPG"",""pcb2/Data/Images/Normal/0306.JPG"",""macaroni1/Data/Images/Anomaly/063.JPG""]",4027,4026,0.9999991655349731,0.6269546151161194,b0bc0fe07914b7a5261a215f3dbc442144729a073020c1e10ea1a91efe519c21,"[1,0,0,1,0,1]",df19117d80bfea2d4160c9b9f4f413615d69e5c0d77e810621448a4974cbf9cf,0,0,1,0,1,1.8210561729085437e-05,0.09999993985528519,success,1,False,,0.7153611183166504,0.0,0.8660485148429871,0.38474400838216144,0.6991037925084432,3.4590474484730294e-08
"[1208, 136, 21, 815, 2279]",0.3049628436565399,5,A_THBR_R1_CONTROL,421,60,,12,1.0745002031326294,"[""chewinggum/Data/Images/Anomaly/022.JPG"",""pcb1/Data/Images/Normal/0569.JPG"",""macaroni2/Data/Images/Anomaly/099.JPG"",""candle/Data/Images/Anomaly/043.JPG"",""pcb2/Data/Images/Anomaly/089.JPG"",""capsules/Data/Images/Anomaly/048.JPG""]",4028,4027,0.9999980926513672,0.6937033286761789,4630665c92888c25dd3709e2735ded629a2de31d9b3f9e504a1157f87f672210,"[1,0,1,1,1,1]",870288cd9cf8d124a67660a6823c06f210375f1b3d8c1c3d79d5eb79647a273e,0,0,1,0,1,2.0893240577356598e-05,0.09999993985464291,success,1,False,,0.6845404505729675,0.0,1.0745002031326294,0.5680497050285339,0.7351681012720617,6.201730240462666e-09
"[536, 61, 54134, 4509]",0.304982453584671,4,A_THBR_R1_CONTROL,422,61,,12,1.3372248411178589,"[""chewinggum/Data/Images/Normal/244.JPG"",""candle/Data/Images/Normal/0725.JPG"",""pcb1/Data/Images/Anomaly/070.JPG"",""macaroni1/Data/Images/Anomaly/095.JPG"",""fryum/Data/Images/Anomaly/041.JPG"",""pcb3/Data/Images/Anomaly/005.JPG""]",4029,4028,0.9989245533943176,0.026528394060733262,9183de403fdaa4b00171fa1141d9fd78bd27430b5970096409e9016ef897987c,"[0,0,1,1,1,1]",1f1ea5111481f765a86615b9494cc975fb863a9353400e8aeb5841365aa40454,0,0,1,0,1,3.913897901088185e-06,0.014440588105199737,success,1,False,,0.5626960396766663,0.0,1.3372248411178589,0.2671038247644901,0.3710396385322383,5.388156587571302e-09
"[1934, 77, 512]",0.30499058961868286,3,A_THBR_R1_CONTROL,423,62,,12,1.0579755306243896,"[""pcb4/Data/Images/Normal/0892.JPG"",""chewinggum/Data/Images/Anomaly/013.JPG"",""macaroni1/Data/Images/Anomaly/019.JPG"",""cashew/Data/Images/Anomaly/046.JPG"",""pcb1/Data/Images/Normal/0514.JPG"",""fryum/Data/Images/Normal/143.JPG""]",4030,4029,0.9979047775268555,0.04684556416759733,908981316e1fa2e9f87759b440858f0bb1861357b2862e4a0f1431afcc807b7e,"[0,1,1,1,0,0]",88b3945c9ddf23141be34f1bc17081fe727a3c6e4d5a49dbe49fc93454298d93,0,0,1,0,1,3.36521148194308e-05,0.09999993978500252,success,1,False,,0.6627213358879089,0.0,1.0579755306243896,0.5899782677491506,0.1491693932475755,8.74584138443879e-09
"[490, 190, 113, 6186, 5103, 261]",0.3049958348274231,6,A_THBR_R1_CONTROL,424,63,,12,1.201250433921814,"[""pcb2/Data/Images/Anomaly/030.JPG"",""cashew/Data/Images/Anomaly/008.JPG"",""macaroni1/Data/Images/Anomaly/005.JPG"",""pcb3/Data/Images/Anomaly/010.JPG"",""chewinggum/Data/Images/Anomaly/049.JPG"",""candle/Data/Images/Anomaly/013.JPG""]",4031,4030,0.9999914169311523,0.3832372782546827,c4128908cda59ce9239ddea74790983e3e50660fa816c46292c56487f7e3b512,"[1,1,1,1,1,1]",eb40f7f0e02f9c181f82a2e4633113c2dc688bf0cc25a3d21a2adb0380100f45,0,0,1,0,1,5.173339857444508e-06,0.09999995262208208,success,1,False,,0.7195076942443848,0.0,1.201250433921814,0.5296103532115618,0.4417970770218602,6.705669353124222e-09
"[51, 2709, 163, 41319, 259, 443]",0.3050130605697632,6,A_THBR_R1_CONTROL,425,64,,12,1.344903588294983,"[""macaroni1/Data/Images/Anomaly/030.JPG"",""chewinggum/Data/Images/Anomaly/047.JPG"",""capsules/Data/Images/Anomaly/008.JPG"",""pipe_fryum/Data/Images/Anomaly/092.JPG"",""macaroni2/Data/Images/Anomaly/004.JPG"",""capsules/Data/Images/Anomaly/003.JPG""]",4032,4031,0.9999995231628418,0.43498606672922807,41dc92901b5273c5873bc783bc11226f17d4525ca5e3002d0f5c0ec0b2061b4d,"[1,1,1,1,1,1]",072c86a0fab43f9b2b9a3d9f3a472b5155d9abdd4064591da807bc0a4c2ec332,0,0,1,0,1,1.0027220311782583e-05,0.02983740076818411,success,1,False,,0.729785680770874,0.0,1.344903588294983,0.46727454662323,0.4824557695925857,8.280396812665458e-09
"[2406, 845]",0.30502739548683167,2,A_THBR_R1_CONTROL,426,65,,12,0.929793655872345,"[""capsules/Data/Images/Normal/159.JPG"",""pipe_fryum/Data/Images/Normal/143.JPG"",""candle/Data/Images/Anomaly/066.JPG"",""macaroni2/Data/Images/Normal/0779.JPG"",""pcb2/Data/Images/Normal/0024.JPG"",""candle/Data/Images/Anomaly/009.JPG""]",4033,4032,0.9999046325683594,0.30163466056546895,569dc9f9b4ffd1bfb1f139c629fc58b3bf5a384fbf37e362a3acf45cbbd2fd74,"[0,0,1,0,0,1]",c31744d0a972dbc9b5b1694ab901c159d42960f525a434e281fb798f02b673bb,0,0,1,0,1,1.6830835411435362e-05,0.08251144708110707,success,1,False,,0.6138991117477417,0.0,0.929793655872345,0.5623554587364197,0.4952024493999083,6.601707180919902e-09
"[73, 40760, 144]",0.3050383925437927,3,A_THBR_R1_CONTROL,427,66,,12,1.1621547937393188,"[""macaroni1/Data/Images/Normal/0400.JPG"",""candle/Data/Images/Anomaly/020.JPG"",""pipe_fryum/Data/Images/Anomaly/094.JPG"",""pcb4/Data/Images/Normal/0170.JPG"",""macaroni1/Data/Images/Anomaly/085.JPG"",""macaroni1/Data/Images/Normal/0735.JPG""]",4034,4033,0.9997147917747498,0.07146545934180419,a8012f6c0912e58f67a786a84aa7b53224df5924b1ace6a09ebf5764220e22fc,"[0,1,1,0,1,0]",c63efc08dfef34533e76c1e49676bf84542f7e8f4ed7f5f4cf2b5bf22b12f39b,0,0,1,0,1,1.6400210587573562e-06,0.010868808344780849,success,1,False,,0.6858403086662292,0.0,1.1621547937393188,0.5458357135454813,0.11394826633234818,5.141415293508089e-09
"[141, 85761]",0.3050476014614105,2,A_THBR_R1_CONTROL,428,67,,12,1.054041862487793,"[""cashew/Data/Images/Normal/166.JPG"",""candle/Data/Images/Normal/0159.JPG"",""pipe_fryum/Data/Images/Normal/084.JPG"",""pipe_fryum/Data/Images/Anomaly/065.JPG"",""cashew/Data/Images/Anomaly/094.JPG"",""macaroni1/Data/Images/Normal/0402.JPG""]",4035,4034,0.9834068417549133,0.08286150777712464,4a6038b8c62c068adb1b8adf0edf150d9fce205fabc690d85b526a1a5863232f,"[0,0,0,1,1,0]",f6e05fc20fd50ea18ebe194c01d946aa9e5412a5f32bd1cc25847fa96a560038,0,0,1,0,1,9.667362410076032e-07,0.006757665706518189,success,1,False,,0.5343303680419922,0.0,1.054041862487793,0.15846996009349823,0.5057530254125595,1.1861120086109622e-08
"[923, 3841, 34]",0.3050614297389984,3,A_THBR_R1_CONTROL,429,68,,12,0.8789045214653015,"[""cashew/Data/Images/Anomaly/012.JPG"",""macaroni1/Data/Images/Normal/0196.JPG"",""pcb4/Data/Images/Anomaly/016.JPG"",""capsules/Data/Images/Anomaly/034.JPG"",""macaroni1/Data/Images/Normal/0844.JPG"",""candle/Data/Images/Normal/0377.JPG""]",4036,4035,0.9999983310699463,0.32467133303483325,24b48e2e5ed84060450bfc67d8d72c2e15c930dcce18f1409a93e4b54a495a86,"[1,0,1,1,0,0]",613d3fee7b99cf51e4bf6d716c89e7926d5c725c4330220d79ae37e968fae696,0,0,1,0,1,1.785733101615897e-05,0.09999993911219549,success,1,False,,0.6325095891952515,0.0,0.8789045214653015,0.4551180899143219,0.5355786147216955,1.9561484805308282e-06
"[4820, 624, 4423]",0.305070161819458,3,A_THBR_R1_CONTROL,430,69,,12,0.7627164125442505,"[""pcb4/Data/Images/Anomaly/017.JPG"",""pcb4/Data/Images/Normal/0490.JPG"",""macaroni1/Data/Images/Normal/0629.JPG"",""macaroni2/Data/Images/Normal/0046.JPG"",""cashew/Data/Images/Anomaly/019.JPG"",""capsules/Data/Images/Anomaly/071.JPG""]",4037,4036,0.9999591112136841,0.18796627844373384,c067a594c9d7db8c95766e5ddb3ece72ee75df9cfe3b6ce8bf3268dba89dd51d,"[1,0,0,0,1,1]",08520562ccf9a7309b39a77cf35c8144be1350d51592ceb535cba7066bb07ed9,0,0,1,0,1,1.7198855963114143e-05,0.09999993897748302,success,1,False,,0.5396694540977478,0.0,0.7627164125442505,0.27133073409398395,0.6606566607952118,5.602796449011294e-09
"[950, 240, 39]",0.3050861358642578,3,A_THBR_R1_CONTROL,431,70,,12,0.8876268267631531,"[""chewinggum/Data/Images/Anomaly/054.JPG"",""pipe_fryum/Data/Images/Normal/460.JPG"",""cashew/Data/Images/Anomaly/038.JPG"",""candle/Data/Images/Normal/0400.JPG"",""macaroni2/Data/Images/Normal/0804.JPG"",""macaroni2/Data/Images/Anomaly/032.JPG""]",4038,4037,0.999931812286377,0.6853711605072021,5ae103d6fd3a12daeaf3f03d422a5856e9f39b44206c3bd3f998d3e29f418af4,"[1,0,1,0,0,1]",c474ef945ba432c795fa7f763d7aee57c3a5e85b553fca08af5fddf81f9e307f,0,0,1,0,1,1.6862255202749706e-05,0.09999993886169921,success,1,False,,0.7226669788360596,0.0,0.8876268267631531,0.4619838098684947,0.7238992551962534,0.00655152415856719
"[159, 594, 1726, 230, 190, 384]",0.3050960600376129,6,A_THBR_R1_CONTROL,432,71,,12,1.0978968143463135,"[""candle/Data/Images/Anomaly/071.JPG"",""pcb3/Data/Images/Anomaly/094.JPG"",""chewinggum/Data/Images/Anomaly/057.JPG"",""pipe_fryum/Data/Images/Anomaly/007.JPG"",""macaroni2/Data/Images/Anomaly/094.JPG"",""pcb1/Data/Images/Anomaly/095.JPG""]",4039,4038,0.9999961853027344,0.4623126070946455,1706fc51c7f65441be62415d7882bbdc7e329420865d9d2645bb4805dd9f65d0,"[1,1,1,1,1,1]",4442908a4389418b5f8bb9fb7be1e02b6a13978b09f75c51a04f661f0e6d3395,0,0,1,0,1,5.892953640829822e-06,0.08823834136328997,success,1,False,,0.728754460811615,0.0,1.0978968143463135,0.5295621578892072,0.5128933518814544,9.680763746189314e-09
"[205, 1158, 1176, 28, 236, 3090]",0.3051065504550934,6,A_THBR_R1_CONTROL,433,72,,12,1.366341471672058,"[""macaroni1/Data/Images/Anomaly/016.JPG"",""pcb2/Data/Images/Anomaly/025.JPG"",""cashew/Data/Images/Anomaly/011.JPG"",""capsules/Data/Images/Anomaly/044.JPG"",""pcb2/Data/Images/Anomaly/047.JPG"",""pcb2/Data/Images/Anomaly/048.JPG""]",4040,4039,0.999987006187439,0.2855964453214028,6f40d1e8b74935214c05adc1dca330c2f5730e90b0465b970526bb48bd95a89c,"[1,1,1,1,1,1]",95f2b867662fa4b3fdc7a145eeb59ff4ba8af80b2c604969746192f5d3719538,0,0,1,0,1,4.2242172382151415e-06,0.058782484320494176,success,1,False,,0.7530948519706726,0.0,1.366341471672058,0.7304770400126775,0.2549439277707985,4.363462480228009e-09
"[758, 280, 1826, 1226, 1824]",0.3051215410232544,5,A_THBR_R1_CONTROL,434,73,,12,0.9712027907371521,"[""cashew/Data/Images/Anomaly/023.JPG"",""pcb1/Data/Images/Anomaly/083.JPG"",""pcb4/Data/Images/Anomaly/029.JPG"",""chewinggum/Data/Images/Normal/405.JPG"",""cashew/Data/Images/Anomaly/041.JPG"",""fryum/Data/Images/Anomaly/008.JPG""]",4041,4040,0.9999897480010986,0.5991349454969168,afcc2a83aacac927c3aba56ee55ab761eefa95f2c048abce0871493b295d57b0,"[1,1,1,0,1,1]",2538226376a5bc5aa0adb5ed9e5233197b6d8c4463eb33dcd7bb982761ac61e7,0,0,1,0,1,4.237108897967017e-06,0.01948427421613573,success,1,False,,0.6690624356269836,0.0,0.9712027907371521,0.38605315089225767,0.7063591986894607,1.300341381238468e-07
"[895, 705, 56, 417]",0.3051503002643585,4,A_THBR_R1_CONTROL,435,74,,12,1.3070290088653564,"[""pcb4/Data/Images/Anomaly/021.JPG"",""pcb2/Data/Images/Anomaly/097.JPG"",""pcb3/Data/Images/Normal/0174.JPG"",""macaroni2/Data/Images/Anomaly/027.JPG"",""pcb1/Data/Images/Anomaly/018.JPG"",""pcb3/Data/Images/Normal/0363.JPG""]",4042,4041,0.9999978542327881,0.31862725695719973,3ed7e3e2a4c171514464e30d16891e1f0159cc04040b2b2e4faad6081519663e,"[1,1,0,1,1,0]",279c0e5c271951186e53cf45b41bff11a2529690a77133ae2605148df3fcc556,0,0,1,0,1,5.442031022749519e-07,0.09999995262165526,success,1,False,,0.6880290508270264,0.0,1.3070290088653564,0.7804377749562263,0.3755738825605004,6.564118137930564e-08
"[254, 43]",0.3051738142967224,2,A_THBR_R1_CONTROL,436,75,,12,0.9233947992324829,"[""pcb2/Data/Images/Normal/0187.JPG"",""macaroni2/Data/Images/Normal/0617.JPG"",""candle/Data/Images/Anomaly/082.JPG"",""macaroni2/Data/Images/Normal/0208.JPG"",""fryum/Data/Images/Anomaly/039.JPG"",""macaroni1/Data/Images/Normal/0617.JPG""]",4043,4042,0.99997878074646,0.9558610618114471,bf590012ecc3e6348220d7af9f7a9ff090c1fa63fa1d09c60cfa702b2afae0e3,"[0,0,1,0,1,0]",0732da540a0110bc2be96c8045505a7cdcb66555863369e7b1a13967f4e9aa55,0,0,1,0,1,2.968787224727653e-06,0.07785161546478554,success,1,False,,1.0022320747375488,0.0,0.9233947992324829,0.8468229174613953,0.4471418410539627,1.1932601751141192e-07
"[959, 254, 46, 389, 532]",0.30519017577171326,5,A_THBR_R1_CONTROL,437,76,,12,1.4117515087127686,"[""pcb4/Data/Images/Anomaly/093.JPG"",""pcb2/Data/Images/Anomaly/073.JPG"",""macaroni2/Data/Images/Anomaly/039.JPG"",""cashew/Data/Images/Anomaly/084.JPG"",""pcb3/Data/Images/Anomaly/045.JPG"",""macaroni1/Data/Images/Normal/0214.JPG""]",4044,4043,0.9999884366989136,0.2453654880169779,36d795c17d3c67c64f5e5295868c9f95f1dccba288148c01eb99b632d82e123f,"[1,1,1,1,1,0]",654904bd7cc4034fe85ea49c3099a310863c4fde0d51e77a40fe6d5d7839df58,0,0,1,0,1,5.001665584056146e-06,0.09999993850060127,success,1,False,,0.8402971625328064,0.0,1.4117515087127686,0.9101076602935791,0.001991152069058444,9.16556341934438e-09
"[7012, 542, 735, 25, 761, 41376]",0.3052103519439697,6,A_THBR_R1_CONTROL,438,77,,12,1.0442938804626465,"[""chewinggum/Data/Images/Anomaly/058.JPG"",""candle/Data/Images/Anomaly/019.JPG"",""pcb2/Data/Images/Anomaly/090.JPG"",""macaroni2/Data/Images/Anomaly/044.JPG"",""pipe_fryum/Data/Images/Anomaly/072.JPG"",""fryum/Data/Images/Anomaly/056.JPG""]",4045,4044,0.999996542930603,0.4434621479983131,98c817a8d7d1c6a01d037e6bae1ee1bb6b016ce4e48a3103e19b313f48093101,"[1,1,1,1,1,1]",9f82bc74ebed8079a037707bfff509863cab4d4bca2126933c589b40d90360a3,0,0,1,0,1,2.6927479842089555e-06,0.006704380020919534,success,1,False,,0.6290634274482727,0.0,1.0442938804626465,0.353644210845232,0.6704830676317215,2.5659124958110624e-07
"[123, 874]",0.3052149713039398,2,A_THBR_R1_CONTROL,439,78,,12,1.0873748064041138,"[""fryum/Data/Images/Anomaly/061.JPG"",""pcb2/Data/Images/Normal/0569.JPG"",""cashew/Data/Images/Normal/276.JPG"",""chewinggum/Data/Images/Anomaly/099.JPG"",""cashew/Data/Images/Normal/337.JPG"",""candle/Data/Images/Normal/0964.JPG""]",4046,4045,0.9996626377105713,0.4947298853855955,89f3a84d819f1baf94c285ced581a1acf8f44951a0ca4b32d5d47166276f0851,"[1,0,0,1,0,0]",8fa714cb24305256e2b26e30bd8047de6532429e25cd23f1ccf05a5a357d164a,0,0,1,0,1,9.383147171040001e-07,0.00392396451626522,success,1,False,,0.8360565900802612,0.0,1.0873748064041138,0.9999999403953552,0.24804950681175342,7.322802986209354e-08
[462],0.30522847175598145,1,A_THBR_R1_CONTROL,440,79,,12,0.9316009879112244,"[""chewinggum/Data/Images/Normal/272.JPG"",""pcb3/Data/Images/Normal/0484.JPG"",""pcb3/Data/Images/Normal/0974.JPG"",""pcb3/Data/Images/Normal/0871.JPG"",""capsules/Data/Images/Normal/594.JPG"",""pcb2/Data/Images/Anomaly/063.JPG""]",4047,4046,0.9811848998069763,0.19930221140384674,78311c92fd51a4015a89b805669d8ddc10b358e03f97702cc4500266d4962a92,"[0,0,0,0,0,1]",f989a0cb3bc68a816cb6dc980a587a851bb8e31e2552e4e6483b06cee44de317,0,0,1,0,1,1.1546437090798892e-06,0.004612596803536375,success,1,False,,0.5136839747428894,0.0,0.9316009879112244,0.22077922523021698,0.732937753200531,3.7110158501718615e-08
"[1455, 1225]",0.3052455186843872,2,A_THBR_R1_CONTROL,441,80,,12,1.1546504497528076,"[""capsules/Data/Images/Normal/580.JPG"",""capsules/Data/Images/Normal/179.JPG"",""pcb2/Data/Images/Anomaly/054.JPG"",""pcb2/Data/Images/Anomaly/019.JPG"",""macaroni2/Data/Images/Normal/0725.JPG"",""macaroni2/Data/Images/Normal/0469.JPG""]",4048,4047,0.999953031539917,0.29137887014076114,445a915cea8783870b331ce4c190d1bd856d75ce4a70157d55356e84973e1b8f,"[0,0,1,1,0,0]",159e1bd66c87325efe373ae7333c3af8860cc50466d059569d7e370c4607fb50,0,0,1,0,1,1.722731769490339e-06,0.004367380857482915,success,1,False,,0.6747691035270691,0.0,1.1546504497528076,0.6616326570510864,0.38584931286667157,7.0825985076794495e-09
[320],0.3052740693092346,1,A_THBR_R1_CONTROL,442,81,,12,0.9455371499061584,"[""pcb4/Data/Images/Normal/0725.JPG"",""pcb2/Data/Images/Normal/0694.JPG"",""pcb3/Data/Images/Normal/0490.JPG"",""pcb2/Data/Images/Anomaly/083.JPG"",""chewinggum/Data/Images/Normal/148.JPG"",""pcb1/Data/Images/Normal/0552.JPG""]",4049,4048,0.006850480102002621,0.0001286237093154341,547d31765c13f28476a943cf7a31c3025014f4ea87d2a815d1027ba19b48bd27,"[0,0,0,1,0,0]",4ad0043f660cab743a302cb9cdff4d23c431de4e5a25801cbdd9ce163c1a5fb4,0,0,1,0,1,2.4874778170869947e-06,0.09999995262148281,success,1,False,,0.6916952729225159,0.0,0.9455371499061584,0.4781250059604645,0.0030660254415124655,2.8453348122070565e-08
"[198, 429, 458, 705]",0.30530494451522827,4,A_THBR_R1_CONTROL,443,82,,12,1.1491382122039795,"[""macaroni1/Data/Images/Anomaly/021.JPG"",""cashew/Data/Images/Anomaly/056.JPG"",""chewinggum/Data/Images/Anomaly/037.JPG"",""candle/Data/Images/Normal/0985.JPG"",""pcb3/Data/Images/Anomaly/091.JPG"",""candle/Data/Images/Normal/0261.JPG""]",4050,4049,0.9999936819076538,0.171946797050623,68530efb3d43e375856ed878dcc2f98b0b39cb592568c69e96f443c148763ceb,"[1,1,1,0,1,0]",b26c3a06a0b4ea5eacefdeae421c374fe10ef00079a27a864bd5211de92456ab,0,0,1,0,1,5.252011457778732e-06,0.09999995262139519,success,1,False,,0.6771028637886047,0.0,1.1491382122039795,0.59983279556036,0.2659612573351069,5.181739481940895e-09
"[822, 4543, 83, 277]",0.3053443431854248,4,A_THBR_R1_CONTROL,444,83,,12,1.1123121976852417,"[""pcb3/Data/Images/Anomaly/020.JPG"",""pcb1/Data/Images/Normal/0333.JPG"",""cashew/Data/Images/Normal/260.JPG"",""pcb2/Data/Images/Anomaly/040.JPG"",""pipe_fryum/Data/Images/Anomaly/063.JPG"",""pipe_fryum/Data/Images/Anomaly/016.JPG""]",4051,4050,0.9994600415229797,0.35184406467874396,6a566aaf919bab60adaef1c2fbf5b4c9d39c0e8a55dac805999129b93f4fa13f,"[1,0,0,1,1,1]",495e4fc51f0c8793762877be52254c260c70320d722ec201253925b465970eb5,0,0,1,0,1,3.23678225285044e-06,0.014894319497335025,success,1,False,,0.7142748832702637,0.0,1.1123121976852417,0.6346022486686707,0.3710420862036026,5.691028093224304e-09
"[53, 621, 43, 164]",0.30539268255233765,4,A_THBR_R1_CONTROL,445,84,,12,1.1643608808517456,"[""cashew/Data/Images/Anomaly/068.JPG"",""capsules/Data/Images/Normal/286.JPG"",""cashew/Data/Images/Anomaly/013.JPG"",""macaroni1/Data/Images/Anomaly/034.JPG"",""macaroni1/Data/Images/Anomaly/015.JPG"",""pcb2/Data/Images/Normal/0796.JPG""]",4052,4051,0.9999659061431885,0.7836354151368141,1f501435cb5ad22ce0f4bdf6156935894d1767bb04e9982b30dadc1bcb0eb07a,"[1,0,1,1,1,0]",b4affd6b6c6b91c571a8096495c0965f659cf6bfe1de3fa96b0590a3a9707280,0,0,1,0,1,3.6665054786714203e-06,0.006634081996383256,success,1,False,,0.8052423000335693,0.0,1.1643608808517456,0.6262009888887405,0.6161684691905975,6.400501320058538e-07
"[676, 182, 899, 93, 649]",0.30545487999916077,5,A_THBR_R1_CONTROL,446,85,,12,1.134140968322754,"[""chewinggum/Data/Images/Anomaly/035.JPG"",""capsules/Data/Images/Anomaly/086.JPG"",""pcb4/Data/Images/Normal/0631.JPG"",""pcb4/Data/Images/Anomaly/066.JPG"",""macaroni1/Data/Images/Anomaly/037.JPG"",""pcb3/Data/Images/Anomaly/074.JPG""]",4053,4052,0.9999966621398926,0.8428652703762054,b509edf232e47890e9f3db00d17a82d668ee347bc9f25e1fadd7fbf73d6696e9,"[1,1,0,1,1,1]",570707e3cf1be0e94f98f27f106540e7253a42a83c899ebba37a85c82fd8a84c,0,0,1,0,1,3.3743319351792745e-06,0.05303109980680998,success,1,False,,0.930409848690033,0.0,1.134140968322754,0.6372483432292938,0.47549313885401717,6.864689705565752e-09
