method,image_path,teacher_norm_l2,student_norm_l2,student_to_teacher_norm_ratio,directional_cosine,sign_agreement,score_delta_abs_mean_global,score_delta_abs_mean_normal,score_delta_abs_mean_anomaly
p30,candle/Data/Images/Anomaly/079.JPG,13.211411889935421,104.78235657897135,7.93120049938005,0.7694327128207548,0.08641975308641975,0.05354473739862442,0.052493616938591,0.737054169178009
p30,candle/Data/Images/Anomaly/098.JPG,20.040813689514994,108.45441171377668,5.41167706032406,0.9812513611439921,0.14814814814814814,0.051987987011671066,0.04247506707906723,0.8197422027587891
p30,candle/Data/Images/Normal/0674.JPG,77.32048800295263,6.583669100539025,0.08514779550133743,0.8941251892867442,0.9753086419753086,4.0071488349724405e-09,4.0071488349724405e-09,
p30,candle/Data/Images/Normal/0208.JPG,77.32048800295263,13.382637331705686,0.1730800940003721,0.9993732008390872,1.0,2.111625985179444e-09,2.111625985179444e-09,
p30,candle/Data/Images/Normal/0631.JPG,77.32048800295263,13.101821372921789,0.16944824989233734,0.9993617537361741,1.0,2.123463849201812e-09,2.123463849201812e-09,
p30,candle/Data/Images/Anomaly/062.JPG,8.57740670570918,12.845905639853795,1.4976444606857073,-0.20623125881588494,0.0,2.178593083712599e-09,2.16897833027474e-09,4.659080676816529e-09
p30,candle/Data/Images/Normal/0935.JPG,77.32048800295263,10.249332263051553,0.1325564870032916,0.9964222174700568,1.0,2.1991819476596675e-09,2.1991819476596675e-09,
p30,candle/Data/Images/Normal/0172.JPG,77.32048800295263,13.065421670355672,0.16897748588778622,0.9992297450060469,1.0,2.127400255957923e-09,2.127400255957923e-09,
p30,candle/Data/Images/Anomaly/087.JPG,16.92960846908908,37.1962966170248,2.1971149944158275,0.9629581047241847,0.12345679012345678,0.005026186816394329,0.002824865048751235,0.8075493574142456
p30,candle/Data/Images/Normal/0654.JPG,77.32048800295263,12.95990623127231,0.1676128354334418,0.9992023475699531,1.0,2.2004880140258365e-09,2.2004880140258365e-09,
p30,candle/Data/Images/Anomaly/075.JPG,12.414157000262174,131.38477826783563,10.583463562210541,0.7903276277210658,0.12345679012345678,0.08128707855939865,0.08087054640054703,0.9087473154067993
p30,candle/Data/Images/Anomaly/015.JPG,13.035941547441647,36.71810091324082,2.8166819235582476,0.6036407987545372,0.09876543209876543,6.596389721380547e-05,3.309908424853347e-05,0.028297265991568565
p30,candle/Data/Images/Normal/0178.JPG,77.32048800295263,13.102230171880167,0.16945353696396528,0.9988920084012602,1.0,2.177313662699021e-09,2.177313662699021e-09,
p30,candle/Data/Images/Anomaly/092.JPG,14.860479305172058,23.14115284707589,1.5572278909618895,0.8792825856744814,0.1111111111111111,1.7841655790107325e-05,6.349614977807505e-06,0.003894861787557602
p30,candle/Data/Images/Anomaly/081.JPG,17.68027481674429,108.71691800196015,6.149051365366711,0.9426008096212568,0.1111111111111111,0.060947343707084656,0.059658486396074295,0.6739288568496704
p30,candle/Data/Images/Anomaly/019.JPG,15.919406749102354,35.80205174171217,2.2489564030852427,0.9596160963213568,0.1111111111111111,0.0018244675593450665,0.000686885672621429,0.5607612133026123
p30,candle/Data/Images/Anomaly/067.JPG,20.315878940041934,196.0196548518024,9.648593370255522,0.9614345985143451,0.1728395061728395,0.12182862311601639,0.11474867165088654,0.7108328342437744
p30,candle/Data/Images/Anomaly/016.JPG,13.411024690131624,35.64495674417835,2.6578846559284433,0.6648974299796587,0.1111111111111111,0.00019070184498559684,0.00011040942627005279,0.11173930019140244
